timestamp,startposition,map_file,algo,temp1,temp2,duration_sec,steps,route_file
2025-10-11T07:30:39,0,map_random_1.json,0,37.6,38.6,1034.996,3605,routes/route_001.json
2025-10-11T07:48:52,1,map_random_1.json,0,38.6,38.6,1093.363,3667,routes/route_002.json
2025-10-11T08:07:19,2,map_random_1.json,0,38.6,37.0,1106.581,3742,routes/route_003.json
2025-10-11T08:22:28,3,map_random_1.json,0,37.0,38.6,908.754,3521,routes/route_004.json
2025-10-11T08:40:22,4,map_random_1.json,0,38.6,37.0,1074.5,3511,routes/route_005.json
2025-10-11T08:56:02,0,map_random_2.json,0,37.6,38.6,939.636,3482,routes/route_006.json
2025-10-11T09:12:59,1,map_random_2.json,0,38.1,39.2,1017.082,3519,routes/route_007.json
2025-10-11T09:28:34,2,map_random_2.json,0,38.6,38.6,934.135,3437,routes/route_008.json
2025-10-11T09:46:00,3,map_random_2.json,0,38.6,38.6,1046.702,3617,routes/route_009.json
2025-10-11T10:04:34,4,map_random_2.json,0,38.1,37.0,1113.362,3608,routes/route_010.json
2025-10-11T10:22:30,0,map_random_3.json,0,37.6,38.1,1075.903,3564,routes/route_011.json
2025-10-11T10:40:17,1,map_random_3.json,0,38.1,38.6,1066.889,3613,routes/route_012.json
2025-10-11T10:56:06,2,map_random_3.json,0,38.6,38.6,948.471,3416,routes/route_013.json
2025-10-11T11:15:23,3,map_random_3.json,0,38.6,37.6,1156.967,3673,routes/route_014.json
2025-10-11T11:33:59,4,map_random_3.json,0,38.6,38.1,1116.061,3614,routes/route_015.json
2025-10-11T11:35:28,0,map_californien.json,0,37.6,37.6,89.047,1211,routes/route_016.json
2025-10-11T11:36:52,1,map_californien.json,0,37.6,37.6,84.076,1180,routes/route_017.json
2025-10-11T11:38:15,2,map_californien.json,0,37.6,37.6,82.829,1204,routes/route_018.json
2025-10-11T11:39:38,3,map_californien.json,0,37.6,37.6,83.321,1047,routes/route_019.json
2025-10-11T11:41:03,4,map_californien.json,0,37.0,38.6,84.87,1045,routes/route_020.json
2025-10-11T11:44:38,0,map_elk_fire_Colorado.json,0,38.6,37.6,214.066,2850,routes/route_021.json
2025-10-11T11:48:18,1,map_elk_fire_Colorado.json,0,37.6,38.6,220.617,2818,routes/route_022.json
2025-10-11T11:51:57,2,map_elk_fire_Colorado.json,0,39.2,37.6,218.884,2897,routes/route_023.json
2025-10-11T11:55:42,3,map_elk_fire_Colorado.json,0,38.6,36.5,224.398,2889,routes/route_024.json
2025-10-11T11:59:32,4,map_elk_fire_Colorado.json,0,36.5,38.6,229.664,2918,routes/route_025.json
2025-10-11T12:10:51,0,map_havel.json,0,38.1,38.6,679.687,4684,routes/route_026.json
2025-10-11T12:20:48,1,map_havel.json,0,38.6,36.5,596.342,4321,routes/route_027.json
2025-10-11T12:31:29,2,map_havel.json,0,36.5,37.6,641.248,4340,routes/route_028.json
2025-10-11T12:41:14,3,map_havel.json,0,38.6,38.1,584.59,4271,routes/route_029.json
2025-10-11T12:51:19,4,map_havel.json,0,37.6,37.6,604.134,4301,routes/route_030.json
2025-10-11T12:59:01,0,map_Kreta_1.json,0,37.6,37.6,461.933,4182,routes/route_031.json
2025-10-11T13:06:48,1,map_Kreta_1.json,0,37.6,37.0,466.672,4266,routes/route_032.json
2025-10-11T13:14:11,2,map_Kreta_1.json,0,36.5,38.6,443.006,4068,routes/route_033.json
2025-10-11T13:22:17,3,map_Kreta_1.json,0,38.6,37.6,485.805,4434,routes/route_034.json
2025-10-11T13:30:27,4,map_Kreta_1.json,0,37.6,39.2,490.197,4334,routes/route_035.json
2025-10-11T13:32:19,0,map_Kreta_2.json,0,38.6,37.6,111.813,1557,routes/route_036.json
2025-10-11T13:34:14,1,map_Kreta_2.json,0,38.1,38.6,115.549,1474,routes/route_037.json
2025-10-11T13:36:04,2,map_Kreta_2.json,0,39.2,38.6,109.796,1502,routes/route_038.json
2025-10-11T13:37:54,3,map_Kreta_2.json,0,38.6,38.6,109.954,1429,routes/route_039.json
2025-10-11T13:39:47,4,map_Kreta_2.json,0,38.6,37.0,113.05,1550,routes/route_040.json
2025-10-11T13:45:41,0,map_lee_fire_Colorado.json,0,37.6,36.5,353.012,4403,routes/route_041.json
2025-10-11T13:51:45,1,map_lee_fire_Colorado.json,0,37.0,38.6,363.577,4557,routes/route_042.json
2025-10-11T13:57:33,2,map_lee_fire_Colorado.json,0,38.6,38.1,347.94,4454,routes/route_043.json
2025-10-11T14:03:55,3,map_lee_fire_Colorado.json,0,38.1,37.6,382.198,4569,routes/route_044.json
2025-10-11T14:09:50,4,map_lee_fire_Colorado.json,0,37.6,38.6,354.844,4637,routes/route_045.json
2025-10-11T14:16:20,0,map_Missen_Wilhams.json,0,38.1,38.6,389.528,3091,routes/route_046.json
2025-10-11T14:22:53,1,map_Missen_Wilhams.json,0,38.6,39.2,392.92,2926,routes/route_047.json
2025-10-11T14:29:49,2,map_Missen_Wilhams.json,0,38.6,37.6,415.984,3148,routes/route_048.json
2025-10-11T14:36:37,3,map_Missen_Wilhams.json,0,37.6,37.6,408.349,3011,routes/route_049.json
2025-10-11T14:43:24,4,map_Missen_Wilhams.json,0,37.6,36.5,406.339,3093,routes/route_050.json
