timestamp,startposition,map_file,algo,temp1,temp2,duration_sec,steps,route_file
2025-10-09T22:15:45,0,map_random_1.json,0,38.6,38.1,1115.319,3501,routes/route_001.json
2025-10-09T22:34:54,1,map_random_1.json,0,38.1,37.6,1148.874,3584,routes/route_002.json
2025-10-09T22:55:07,2,map_random_1.json,0,37.6,38.1,1212.701,3751,routes/route_003.json
2025-10-09T23:14:51,3,map_random_1.json,0,38.6,38.6,1184.395,3605,routes/route_004.json
2025-10-09T23:34:07,4,map_random_1.json,0,38.6,38.6,1155.351,3664,routes/route_005.json
2025-10-09T23:51:45,0,map_random_2.json,0,38.6,39.7,1058.394,3482,routes/route_006.json
2025-10-10T00:10:54,1,map_random_2.json,0,39.2,39.7,1148.397,3519,routes/route_007.json
2025-10-10T00:29:55,2,map_random_2.json,0,39.2,39.2,1141.008,3450,routes/route_008.json
2025-10-10T00:49:07,3,map_random_2.json,0,38.6,38.1,1151.972,3617,routes/route_009.json
2025-10-10T01:08:18,4,map_random_2.json,0,38.6,37.0,1150.978,3550,routes/route_010.json
2025-10-10T01:27:17,0,map_random_3.json,0,37.6,38.6,1138.417,3465,routes/route_011.json
2025-10-10T01:47:50,1,map_random_3.json,0,38.1,39.2,1233.059,3586,routes/route_012.json
2025-10-10T02:04:47,2,map_random_3.json,0,38.6,37.0,1016.561,3435,routes/route_013.json
2025-10-10T02:26:18,3,map_random_3.json,0,37.0,38.6,1291.347,3674,routes/route_014.json
2025-10-10T02:46:45,4,map_random_3.json,0,38.1,38.6,1226.981,3564,routes/route_015.json
2025-10-10T02:48:27,0,map_californien.json,0,38.1,39.7,101.718,1211,routes/route_016.json
2025-10-10T02:50:10,1,map_californien.json,0,39.7,39.2,102.96,1180,routes/route_017.json
2025-10-10T02:51:49,2,map_californien.json,0,39.2,37.6,98.633,1204,routes/route_018.json
2025-10-10T02:53:25,3,map_californien.json,0,38.1,37.6,96.287,1064,routes/route_019.json
2025-10-10T02:55:04,4,map_californien.json,0,37.0,37.6,99.0,1179,routes/route_020.json
2025-10-10T02:59:46,0,map_elk_fire_Colorado.json,0,37.6,38.6,281.273,2850,routes/route_021.json
2025-10-10T03:04:32,1,map_elk_fire_Colorado.json,0,37.6,37.6,285.952,2843,routes/route_022.json
2025-10-10T03:09:31,2,map_elk_fire_Colorado.json,0,36.5,38.1,298.883,2868,routes/route_023.json
2025-10-10T03:14:33,3,map_elk_fire_Colorado.json,0,37.6,38.6,301.886,2873,routes/route_024.json
2025-10-10T03:19:33,4,map_elk_fire_Colorado.json,0,38.6,37.6,299.63,2882,routes/route_025.json
2025-10-10T03:34:05,0,map_havel.json,0,37.6,37.6,871.887,4684,routes/route_026.json
2025-10-10T03:47:00,1,map_havel.json,0,38.1,37.6,774.527,4323,routes/route_027.json
2025-10-10T04:01:06,2,map_havel.json,0,37.6,38.6,846.578,4398,routes/route_028.json
2025-10-10T04:14:11,3,map_havel.json,0,38.6,37.6,784.933,4418,routes/route_029.json
2025-10-10T04:27:29,4,map_havel.json,0,37.6,38.1,797.221,4336,routes/route_030.json
2025-10-10T04:38:12,0,map_Kreta_1.json,0,38.1,39.2,643.275,4182,routes/route_031.json
2025-10-10T04:48:54,1,map_Kreta_1.json,0,38.6,39.2,641.37,4266,routes/route_032.json
2025-10-10T04:59:14,2,map_Kreta_1.json,0,38.6,38.1,619.866,4232,routes/route_033.json
2025-10-10T05:10:12,3,map_Kreta_1.json,0,37.0,37.6,657.932,4434,routes/route_034.json
2025-10-10T05:21:07,4,map_Kreta_1.json,0,37.6,38.6,654.847,4366,routes/route_035.json
2025-10-10T05:23:28,0,map_Kreta_2.json,0,38.1,38.1,141.259,1557,routes/route_036.json
2025-10-10T05:25:53,1,map_Kreta_2.json,0,38.6,37.6,145.078,1474,routes/route_037.json
2025-10-10T05:28:12,2,map_Kreta_2.json,0,37.6,37.0,138.611,1361,routes/route_038.json
2025-10-10T05:30:30,3,map_Kreta_2.json,0,37.0,38.6,138.049,1429,routes/route_039.json
2025-10-10T05:32:53,4,map_Kreta_2.json,0,38.6,38.6,142.764,1549,routes/route_040.json
2025-10-10T05:40:51,0,map_lee_fire_Colorado.json,0,39.2,37.6,477.845,4405,routes/route_041.json
2025-10-10T05:48:59,1,map_lee_fire_Colorado.json,0,38.1,38.6,487.895,4564,routes/route_042.json
2025-10-10T05:57:02,2,map_lee_fire_Colorado.json,0,38.6,37.6,482.652,4706,routes/route_043.json
2025-10-10T06:05:11,3,map_lee_fire_Colorado.json,0,37.0,39.2,489.064,4553,routes/route_044.json
2025-10-10T06:13:20,4,map_lee_fire_Colorado.json,0,38.6,38.6,487.915,4713,routes/route_045.json
2025-10-10T06:21:32,0,map_Missen_Wilhams.json,0,38.6,38.6,492.333,2903,routes/route_046.json
2025-10-10T06:30:21,1,map_Missen_Wilhams.json,0,38.6,38.1,528.439,3070,routes/route_047.json
2025-10-10T06:39:04,2,map_Missen_Wilhams.json,0,37.6,38.6,523.056,3072,routes/route_048.json
2025-10-10T06:47:52,3,map_Missen_Wilhams.json,0,38.6,38.1,528.374,3011,routes/route_049.json
2025-10-10T06:56:35,4,map_Missen_Wilhams.json,0,37.6,38.6,522.903,3093,routes/route_050.json
