timestamp,startposition,map_file,algo,temp1,temp2,duration_sec,steps,route_file
2025-10-06T07:04:54,0,map_random_1.json,1,35.4,35.4,85.248,4814,routes/route_001.json
2025-10-06T07:06:20,1,map_random_1.json,1,35.4,34.9,85.069,4792,routes/route_002.json
2025-10-06T07:07:46,2,map_random_1.json,1,34.9,36.5,86.032,4822,routes/route_003.json
2025-10-06T07:09:09,3,map_random_1.json,1,37.0,36.5,83.087,4799,routes/route_004.json
2025-10-06T07:10:12,4,map_random_1.json,1,37.0,37.6,62.309,4898,routes/route_005.json
2025-10-06T07:11:37,0,map_random_2.json,1,37.6,37.0,85.262,4959,routes/route_006.json
2025-10-06T07:13:06,1,map_random_2.json,1,36.5,36.5,88.644,5171,routes/route_007.json
2025-10-06T07:14:35,2,map_random_2.json,1,36.5,36.5,88.724,5170,routes/route_008.json
2025-10-06T07:16:04,3,map_random_2.json,1,35.4,35.9,88.849,5164,routes/route_009.json
2025-10-06T07:17:31,4,map_random_2.json,1,35.4,35.4,86.57,5167,routes/route_010.json
2025-10-06T07:18:54,0,map_random_3.json,1,35.4,36.5,83.085,4939,routes/route_011.json
2025-10-06T07:20:20,1,map_random_3.json,1,36.5,34.9,85.189,4794,routes/route_012.json
2025-10-06T07:21:44,2,map_random_3.json,1,35.9,35.4,83.981,4950,routes/route_013.json
2025-10-06T07:23:09,3,map_random_3.json,1,34.9,36.5,84.574,4971,routes/route_014.json
2025-10-06T07:24:36,4,map_random_3.json,1,36.5,35.4,87.11,4953,routes/route_015.json
2025-10-06T07:25:33,0,map_californien.json,1,35.4,36.5,57.096,2280,routes/route_016.json
2025-10-06T07:26:34,1,map_californien.json,1,36.5,35.4,60.61,2124,routes/route_017.json
2025-10-06T07:27:32,2,map_californien.json,1,35.4,35.4,58.046,2175,routes/route_018.json
2025-10-06T07:28:31,3,map_californien.json,1,35.9,35.4,59.234,2194,routes/route_019.json
2025-10-06T07:29:29,4,map_californien.json,1,35.9,35.4,57.26,2195,routes/route_020.json
2025-10-06T07:30:52,0,map_elk_fire_Colorado.json,1,35.4,35.4,82.91,4161,routes/route_021.json
2025-10-06T07:32:15,1,map_elk_fire_Colorado.json,1,35.4,35.4,82.333,4156,routes/route_022.json
2025-10-06T07:33:36,2,map_elk_fire_Colorado.json,1,35.4,35.9,81.166,4207,routes/route_023.json
2025-10-06T07:34:58,3,map_elk_fire_Colorado.json,1,35.9,35.4,81.531,4173,routes/route_024.json
2025-10-06T07:36:20,4,map_elk_fire_Colorado.json,1,35.4,37.0,81.97,4194,routes/route_025.json
2025-10-06T07:37:51,0,map_havel.json,1,37.0,35.4,90.87,4232,routes/route_026.json
2025-10-06T07:39:21,1,map_havel.json,1,35.9,37.6,90.354,4525,routes/route_027.json
2025-10-06T07:40:53,2,map_havel.json,1,37.6,37.6,91.733,4400,routes/route_028.json
2025-10-06T07:42:25,3,map_havel.json,1,37.6,35.4,91.64,4499,routes/route_029.json
2025-10-06T07:43:57,4,map_havel.json,1,35.4,37.0,91.924,4485,routes/route_030.json
2025-10-06T07:45:33,0,map_Kreta_1.json,1,37.6,37.0,95.975,5384,routes/route_031.json
2025-10-06T07:47:09,1,map_Kreta_1.json,1,37.0,37.6,95.298,5383,routes/route_032.json
2025-10-06T07:48:45,2,map_Kreta_1.json,1,37.6,36.5,96.348,5379,routes/route_033.json
2025-10-06T07:50:20,3,map_Kreta_1.json,1,37.0,36.5,94.438,4904,routes/route_034.json
2025-10-06T07:51:56,4,map_Kreta_1.json,1,37.0,35.9,96.054,5378,routes/route_035.json
2025-10-06T07:53:00,0,map_Kreta_2.json,1,36.5,35.9,63.432,2393,routes/route_036.json
2025-10-06T07:54:03,1,map_Kreta_2.json,1,36.5,36.5,63.126,2410,routes/route_037.json
2025-10-06T07:55:06,2,map_Kreta_2.json,1,35.9,37.0,62.931,2372,routes/route_038.json
2025-10-06T07:56:08,3,map_Kreta_2.json,1,36.5,35.4,62.308,2385,routes/route_039.json
2025-10-06T07:57:12,4,map_Kreta_2.json,1,35.9,36.5,63.172,2437,routes/route_040.json
2025-10-06T07:58:47,0,map_lee_fire_Colorado.json,1,36.5,36.5,94.945,4310,routes/route_041.json
2025-10-06T08:00:16,1,map_lee_fire_Colorado.json,1,36.5,36.5,89.425,4307,routes/route_042.json
2025-10-06T08:01:47,2,map_lee_fire_Colorado.json,1,36.5,36.5,90.509,4447,routes/route_043.json
2025-10-06T08:03:18,3,map_lee_fire_Colorado.json,1,37.0,35.9,90.539,4304,routes/route_044.json
2025-10-06T08:04:51,4,map_lee_fire_Colorado.json,1,35.4,36.5,93.443,4441,routes/route_045.json
2025-10-06T08:06:13,0,map_Missen_Wilhams.json,1,36.5,35.9,81.764,4160,routes/route_046.json
2025-10-06T08:07:35,1,map_Missen_Wilhams.json,1,35.9,36.5,81.74,4121,routes/route_047.json
2025-10-06T08:08:56,2,map_Missen_Wilhams.json,1,35.9,37.6,80.586,4160,routes/route_048.json
2025-10-06T08:10:20,3,map_Missen_Wilhams.json,1,37.6,37.6,84.357,4161,routes/route_049.json
2025-10-06T08:11:43,4,map_Missen_Wilhams.json,1,36.5,36.5,81.44,4094,routes/route_050.json
